prop
611.3170553969996
601.2749508887607
782.8764410387975
754.5584222756397
685.3124816231485
805.4126382476547
792.1764356989715
714.2955072673728
1208.4306931108506
747.3432329886598
1270.8089679849074
1473.1753767809882
