sarim2
947.3654181798975
555.8738151820833
813.4171161499843
850.9526324384029
706.6644890000176
579.2139799404495
798.5735487417282
698.8092653552998
1399.0679286680925
699.7600613456225
1351.9478315624463
1194.296166570112
