dessimp
528.1798
658.7574666666667
669.0322618133332
560.1961430336733
780.8506352736714
937.3996340800074
655.3140073769757
942.9672498185494
1319.2488410151454
974.2382591982258
1371.0440668866825
1358.4503312157915
