etssimp
397.60213333333337
397.60213333333337
434.16388000000006
465.1062208000001
461.79989237600006
522.42057435072
607.5516950977358
594.9441804703697
668.5667388275551
820.0304552891731
835.5234916482046
959.3658864005004
