tessimp
756.6247570733085
517.0758171067281
854.1863465128578
804.3669064322241
704.7478541341173
779.6779444073559
839.630878948551
750.6197647872771
1331.8238711937556
846.5749929893634
1360.8797228509693
1519.3790543943412
