arimabest
679.5772079268304
663.2343414612438
677.2873860412773
452.6046505592808
441.9128700417155
577.6370724940255
659.0754200231834
767.2392765663897
902.1776400479375
976.1620614665961
992.7479258257973
974.0223552135068
