time;load
31.01.2022 10:00;75954
31.01.2022 10:15;76010
31.01.2022 10:30;76150
31.01.2022 10:45;76421
31.01.2022 11:00;76571
31.01.2022 11:15;76808
31.01.2022 11:30;77048
31.01.2022 11:45;77061
31.01.2022 12:00;77321
31.01.2022 12:15;77315
31.01.2022 12:30;77396
31.01.2022 12:45;77310
31.01.2022 13:00;77327
31.01.2022 13:15;76986
31.01.2022 13:30;76757
31.01.2022 13:45;76329
31.01.2022 14:00;75587
31.01.2022 14:15;75351
31.01.2022 14:30;75023
31.01.2022 14:45;74740
31.01.2022 15:00;74547
31.01.2022 15:15;74353
31.01.2022 15:30;74039
31.01.2022 15:45;74039
31.01.2022 16:00;73976
31.01.2022 16:15;73877
31.01.2022 16:30;74073
31.01.2022 16:45;74752
31.01.2022 17:00;75767
31.01.2022 17:15;76664
31.01.2022 17:30;77240
31.01.2022 17:45;77978
31.01.2022 18:00;78049
31.01.2022 18:15;77831
31.01.2022 18:30;77629
31.01.2022 18:45;77192
31.01.2022 19:00;76560
31.01.2022 19:15;75834
31.01.2022 19:30;75321
31.01.2022 19:45;74362
31.01.2022 20:00;73294
31.01.2022 20:15;72377
31.01.2022 20:30;71543
31.01.2022 20:45;70411
31.01.2022 21:00;69511
31.01.2022 21:15;68823
31.01.2022 21:30;68041
31.01.2022 21:45;67363
31.01.2022 22:00;66815
31.01.2022 22:15;66458
31.01.2022 22:30;65660
31.01.2022 22:45;64536
31.01.2022 23:00;63568
31.01.2022 23:15;62695
31.01.2022 23:30;62395
31.01.2022 23:45;61838
01.02.2022 00:00;57759
01.02.2022 00:15;57098
01.02.2022 00:30;56496
01.02.2022 00:45;55995
01.02.2022 01:00;56245
01.02.2022 01:15;55790
01.02.2022 01:30;55555
01.02.2022 01:45;55191
01.02.2022 02:00;55245
01.02.2022 02:15;55126
01.02.2022 02:30;55108
01.02.2022 02:45;54930
01.02.2022 03:00;55158
01.02.2022 03:15;55042
01.02.2022 03:30;55115
01.02.2022 03:45;55338
01.02.2022 04:00;55523
01.02.2022 04:15;55991
01.02.2022 04:30;56150
01.02.2022 04:45;56605
01.02.2022 05:00;57937
01.02.2022 05:15;58632
01.02.2022 05:30;59546
01.02.2022 05:45;61260
01.02.2022 06:00;63571
01.02.2022 06:15;65475
01.02.2022 06:30;67341
01.02.2022 06:45;68979
01.02.2022 07:00;70839
01.02.2022 07:15;72589
01.02.2022 07:30;73716
01.02.2022 07:45;74212
01.02.2022 08:00;75194
01.02.2022 08:15;75916
01.02.2022 08:30;76527
01.02.2022 08:45;76803
01.02.2022 09:00;76630
01.02.2022 09:15;77179
01.02.2022 09:30;77749
01.02.2022 09:45;77792
01.02.2022 10:00;77916
01.02.2022 10:15;78076
01.02.2022 10:30;78358
01.02.2022 10:45;78571
01.02.2022 11:00;78651
01.02.2022 11:15;79167
01.02.2022 11:30;79453
01.02.2022 11:45;79456
01.02.2022 12:00;79255
01.02.2022 12:15;79298
01.02.2022 12:30;79445
01.02.2022 12:45;79216
01.02.2022 13:00;79370
01.02.2022 13:15;79145
01.02.2022 13:30;79057
01.02.2022 13:45;78627
01.02.2022 14:00;78981
01.02.2022 14:15;79086
01.02.2022 14:30;79016
01.02.2022 14:45;78699
01.02.2022 15:00;78382
01.02.2022 15:15;78170
01.02.2022 15:30;77729
01.02.2022 15:45;77597
01.02.2022 16:00;77138
01.02.2022 16:15;77059
01.02.2022 16:30;77132
01.02.2022 16:45;77225
01.02.2022 17:00;76975
01.02.2022 17:15;77922
01.02.2022 17:30;78492
01.02.2022 17:45;78877
01.02.2022 18:00;78588
01.02.2022 18:15;78385
01.02.2022 18:30;78296
01.02.2022 18:45;78049
01.02.2022 19:00;77554
01.02.2022 19:15;76814
01.02.2022 19:30;75862
01.02.2022 19:45;74941
01.02.2022 20:00;73547
01.02.2022 20:15;72369
01.02.2022 20:30;71450
01.02.2022 20:45;70095
01.02.2022 21:00;68827
01.02.2022 21:15;67654
01.02.2022 21:30;66743
01.02.2022 21:45;65858
01.02.2022 22:00;65465
01.02.2022 22:15;64842
01.02.2022 22:30;64389
01.02.2022 22:45;63294
01.02.2022 23:00;62569
01.02.2022 23:15;61713
01.02.2022 23:30;60917
01.02.2022 23:45;59885
02.02.2022 00:00;59016
02.02.2022 00:15;58547
02.02.2022 00:30;57725
02.02.2022 00:45;57126
02.02.2022 01:00;56167
02.02.2022 01:15;55700
02.02.2022 01:30;55607
02.02.2022 01:45;55276
02.02.2022 02:00;54944
02.02.2022 02:15;54834
02.02.2022 02:30;54970
02.02.2022 02:45;54869
02.02.2022 03:00;55275
02.02.2022 03:15;55384
02.02.2022 03:30;55600
02.02.2022 03:45;56018
02.02.2022 04:00;56435
02.02.2022 04:15;56702
02.02.2022 04:30;56833
02.02.2022 04:45;57014
02.02.2022 05:00;58382
02.02.2022 05:15;58778
02.02.2022 05:30;59735
02.02.2022 05:45;61387
02.02.2022 06:00;64016
02.02.2022 06:15;65923
02.02.2022 06:30;67616
02.02.2022 06:45;69245
02.02.2022 07:00;71302
02.02.2022 07:15;72234
02.02.2022 07:30;72794
02.02.2022 07:45;73302
02.02.2022 08:00;73874
02.02.2022 08:15;74376
02.02.2022 08:30;74574
02.02.2022 08:45;74873
02.02.2022 09:00;74940
02.02.2022 09:15;74791
02.02.2022 09:30;75157
02.02.2022 09:45;75145
02.02.2022 10:00;75235
02.02.2022 10:15;75133
02.02.2022 10:30;75254
02.02.2022 10:45;75690
02.02.2022 11:00;75837
02.02.2022 11:15;76183
02.02.2022 11:30;76551
02.02.2022 11:45;76396
02.02.2022 12:00;75944
02.02.2022 12:15;75982
02.02.2022 12:30;75935
02.02.2022 12:45;75789
02.02.2022 13:00;75382
02.02.2022 13:15;74619
02.02.2022 13:30;74495
02.02.2022 13:45;73999
02.02.2022 14:00;73988
02.02.2022 14:15;74179
02.02.2022 14:30;73615
02.02.2022 14:45;73432
02.02.2022 15:00;73731
02.02.2022 15:15;73442
02.02.2022 15:30;73070
02.02.2022 15:45;72689
02.02.2022 16:00;72296
02.02.2022 16:15;71771
02.02.2022 16:30;71384
02.02.2022 16:45;71516
02.02.2022 17:00;72407
02.02.2022 17:15;72900
02.02.2022 17:30;73992
02.02.2022 17:45;75012
02.02.2022 18:00;74956
02.02.2022 18:15;74721
02.02.2022 18:30;74631
02.02.2022 18:45;74345
02.02.2022 19:00;73831
02.02.2022 19:15;73132
02.02.2022 19:30;72527
02.02.2022 19:45;71606
02.02.2022 20:00;70341
02.02.2022 20:15;69326
02.02.2022 20:30;68183
02.02.2022 20:45;66960
02.02.2022 21:00;66428
02.02.2022 21:15;65514
02.02.2022 21:30;64760
02.02.2022 21:45;63478
02.02.2022 22:00;63229
02.02.2022 22:15;62473
02.02.2022 22:30;61646
02.02.2022 22:45;60825
02.02.2022 23:00;59934
02.02.2022 23:15;59289
02.02.2022 23:30;58789
02.02.2022 23:45;57895
03.02.2022 00:00;57038
03.02.2022 00:15;56211
03.02.2022 00:30;55800
03.02.2022 00:45;55111
03.02.2022 01:00;54904
03.02.2022 01:15;54080
03.02.2022 01:30;54446
03.02.2022 01:45;53941
03.02.2022 02:00;53724
03.02.2022 02:15;53699
03.02.2022 02:30;53560
03.02.2022 02:45;53443
03.02.2022 03:00;53448
03.02.2022 03:15;53501
03.02.2022 03:30;53610
03.02.2022 03:45;53921
03.02.2022 04:00;54686
03.02.2022 04:15;55159
03.02.2022 04:30;55457
03.02.2022 04:45;55877
03.02.2022 05:00;56951
03.02.2022 05:15;57624
03.02.2022 05:30;58403
03.02.2022 05:45;59817
03.02.2022 06:00;62268
03.02.2022 06:15;64296
03.02.2022 06:30;65882
03.02.2022 06:45;67524
03.02.2022 07:00;69466
03.02.2022 07:15;70682
03.02.2022 07:30;71580
03.02.2022 07:45;72445
03.02.2022 08:00;73372
03.02.2022 08:15;73974
03.02.2022 08:30;73964
03.02.2022 08:45;74137
03.02.2022 09:00;73681
03.02.2022 09:15;74019
03.02.2022 09:30;74241
03.02.2022 09:45;74316
03.02.2022 10:00;74196
03.02.2022 10:15;74051
03.02.2022 10:30;74317
03.02.2022 10:45;75038
03.02.2022 11:00;75107
03.02.2022 11:15;75465
03.02.2022 11:30;75812
03.02.2022 11:45;75824
03.02.2022 12:00;75768
03.02.2022 12:15;75735
03.02.2022 12:30;75696
03.02.2022 12:45;74942
03.02.2022 13:00;74777
03.02.2022 13:15;74213
03.02.2022 13:30;73640
03.02.2022 13:45;73097
03.02.2022 14:00;73090
03.02.2022 14:15;72764
03.02.2022 14:30;72803
03.02.2022 14:45;72847
03.02.2022 15:00;72821
03.02.2022 15:15;72460
03.02.2022 15:30;72309
03.02.2022 15:45;72066
03.02.2022 16:00;71897
03.02.2022 16:15;71862
03.02.2022 16:30;71636
03.02.2022 16:45;71807
03.02.2022 17:00;72433
03.02.2022 17:15;73233
03.02.2022 17:30;73928
03.02.2022 17:45;74390
03.02.2022 18:00;74445
03.02.2022 18:15;74330
03.02.2022 18:30;74103
03.02.2022 18:45;73925
03.02.2022 19:00;73481
03.02.2022 19:15;72968
03.02.2022 19:30;72561
03.02.2022 19:45;71942
03.02.2022 20:00;70580
03.02.2022 20:15;69502
03.02.2022 20:30;68298
03.02.2022 20:45;67335
03.02.2022 21:00;66300
03.02.2022 21:15;65521
03.02.2022 21:30;64590
03.02.2022 21:45;63737
03.02.2022 22:00;63129
03.02.2022 22:15;62165
03.02.2022 22:30;61087
03.02.2022 22:45;60162
03.02.2022 23:00;59223
03.02.2022 23:15;58656
03.02.2022 23:30;57767
03.02.2022 23:45;56766
04.02.2022 00:00;54837
04.02.2022 00:15;54368
04.02.2022 00:30;53704
04.02.2022 00:45;53139
04.02.2022 01:00;52786
04.02.2022 01:15;52683
04.02.2022 01:30;52270
04.02.2022 01:45;52133
04.02.2022 02:00;52084
04.02.2022 02:15;52013
04.02.2022 02:30;51842
04.02.2022 02:45;51901
04.02.2022 03:00;52135
04.02.2022 03:15;52433
04.02.2022 03:30;52631
04.02.2022 03:45;52694
04.02.2022 04:00;53016
04.02.2022 04:15;53431
04.02.2022 04:30;53786
04.02.2022 04:45;54423
04.02.2022 05:00;55520
04.02.2022 05:15;56035
04.02.2022 05:30;57182
04.02.2022 05:45;58762
04.02.2022 06:00;60957
04.02.2022 06:15;63454
04.02.2022 06:30;65403
04.02.2022 06:45;66895
04.02.2022 07:00;68975
04.02.2022 07:15;69974
04.02.2022 07:30;70887
04.02.2022 07:45;71445
04.02.2022 08:00;72216
04.02.2022 08:15;72675
04.02.2022 08:30;73050
04.02.2022 08:45;73443
04.02.2022 09:00;73645
04.02.2022 09:15;73821
04.02.2022 09:30;73707
04.02.2022 09:45;73952
04.02.2022 10:00;73736
04.02.2022 10:15;73576
04.02.2022 10:30;73783
04.02.2022 10:45;74067
04.02.2022 11:00;74378
04.02.2022 11:15;75010
04.02.2022 11:30;75264
04.02.2022 11:45;75538
04.02.2022 12:00;75644
04.02.2022 12:15;75628
04.02.2022 12:30;75658
04.02.2022 12:45;75293
04.02.2022 13:00;74622
04.02.2022 13:15;74063
04.02.2022 13:30;73264
04.02.2022 13:45;72750
04.02.2022 14:00;72506
04.02.2022 14:15;72421
04.02.2022 14:30;72071
04.02.2022 14:45;71870
04.02.2022 15:00;71886
04.02.2022 15:15;71586
04.02.2022 15:30;71427
04.02.2022 15:45;71439
04.02.2022 16:00;71586
04.02.2022 16:15;71460
04.02.2022 16:30;71623
04.02.2022 16:45;71975
04.02.2022 17:00;72639
04.02.2022 17:15;73513
04.02.2022 17:30;74300
04.02.2022 17:45;75153
04.02.2022 18:00;75063
04.02.2022 18:15;75198
04.02.2022 18:30;74866
04.02.2022 18:45;74475
04.02.2022 19:00;73441
04.02.2022 19:15;72750
04.02.2022 19:30;71796
04.02.2022 19:45;70979
04.02.2022 20:00;69837
04.02.2022 20:15;68536
04.02.2022 20:30;67313
04.02.2022 20:45;66274
04.02.2022 21:00;65701
04.02.2022 21:15;64897
04.02.2022 21:30;64327
04.02.2022 21:45;63114
04.02.2022 22:00;62374
04.02.2022 22:15;62167
04.02.2022 22:30;61375
04.02.2022 22:45;60628
04.02.2022 23:00;59836
04.02.2022 23:15;58655
04.02.2022 23:30;58065
04.02.2022 23:45;56884
05.02.2022 00:00;56015
05.02.2022 00:15;55270
05.02.2022 00:30;54578
05.02.2022 00:45;53854
05.02.2022 01:00;53791
05.02.2022 01:15;53458
05.02.2022 01:30;53211
05.02.2022 01:45;52532
05.02.2022 02:00;52725
05.02.2022 02:15;52573
05.02.2022 02:30;52764
05.02.2022 02:45;52632
05.02.2022 03:00;52416
05.02.2022 03:15;52617
05.02.2022 03:30;52623
05.02.2022 03:45;52359
05.02.2022 04:00;52079
05.02.2022 04:15;52051
05.02.2022 04:30;52115
05.02.2022 04:45;52172
05.02.2022 05:00;52543
05.02.2022 05:15;52155
05.02.2022 05:30;51965
05.02.2022 05:45;52222
05.02.2022 06:00;52434
05.02.2022 06:15;52790
05.02.2022 06:30;53560
05.02.2022 06:45;53994
05.02.2022 07:00;55096
05.02.2022 07:15;55485
05.02.2022 07:30;56419
05.02.2022 07:45;57549
05.02.2022 08:00;58319
05.02.2022 08:15;59087
05.02.2022 08:30;60024
05.02.2022 08:45;60816
05.02.2022 09:00;61541
05.02.2022 09:15;62076
05.02.2022 09:30;62697
05.02.2022 09:45;63157
05.02.2022 10:00;63179
05.02.2022 10:15;63601
05.02.2022 10:30;63817
05.02.2022 10:45;63969
05.02.2022 11:00;64639
05.02.2022 11:15;65257
05.02.2022 11:30;65509
05.02.2022 11:45;65611
05.02.2022 12:00;64647
05.02.2022 12:15;64195
05.02.2022 12:30;63936
05.02.2022 12:45;63767
05.02.2022 13:00;63218
05.02.2022 13:15;62712
05.02.2022 13:30;62264
05.02.2022 13:45;61668
05.02.2022 14:00;60990
05.02.2022 14:15;60600
05.02.2022 14:30;60252
05.02.2022 14:45;59911
05.02.2022 15:00;59594
05.02.2022 15:15;59483
05.02.2022 15:30;59400
05.02.2022 15:45;59392
05.02.2022 16:00;60067
05.02.2022 16:15;59968
05.02.2022 16:30;60445
05.02.2022 16:45;60964
05.02.2022 17:00;61984
05.02.2022 17:15;63021
05.02.2022 17:30;64351
05.02.2022 17:45;65678
05.02.2022 18:00;66230
05.02.2022 18:15;66084
05.02.2022 18:30;66040
05.02.2022 18:45;65691
05.02.2022 19:00;65177
05.02.2022 19:15;64688
05.02.2022 19:30;64165
05.02.2022 19:45;63302
05.02.2022 20:00;61688
05.02.2022 20:15;61062
05.02.2022 20:30;60124
05.02.2022 20:45;59340
05.02.2022 21:00;58731
05.02.2022 21:15;58324
05.02.2022 21:30;57821
05.02.2022 21:45;57387
05.02.2022 22:00;57791
05.02.2022 22:15;57318
05.02.2022 22:30;56606
05.02.2022 22:45;55992
05.02.2022 23:00;54958
05.02.2022 23:15;54379
05.02.2022 23:30;53854
05.02.2022 23:45;53264
06.02.2022 00:00;53245
06.02.2022 00:15;52522
06.02.2022 00:30;51990
06.02.2022 00:45;51057
06.02.2022 01:00;50756
06.02.2022 01:15;50444
06.02.2022 01:30;50021
06.02.2022 01:45;49592
06.02.2022 02:00;49410
06.02.2022 02:15;49328
06.02.2022 02:30;49182
06.02.2022 02:45;49022
06.02.2022 03:00;48927
06.02.2022 03:15;48626
06.02.2022 03:30;48868
06.02.2022 03:45;48976
06.02.2022 04:00;48488
06.02.2022 04:15;48360
06.02.2022 04:30;48595
06.02.2022 04:45;48666
06.02.2022 05:00;49110
06.02.2022 05:15;48994
06.02.2022 05:30;48894
06.02.2022 05:45;49010
06.02.2022 06:00;48527
06.02.2022 06:15;49043
06.02.2022 06:30;49044
06.02.2022 06:45;49469
06.02.2022 07:00;50211
06.02.2022 07:15;50670
06.02.2022 07:30;51606
06.02.2022 07:45;51939
06.02.2022 08:00;52206
06.02.2022 08:15;53311
06.02.2022 08:30;54427
06.02.2022 08:45;54936
06.02.2022 09:00;55908
06.02.2022 09:15;56855
06.02.2022 09:30;58108
06.02.2022 09:45;58615
06.02.2022 10:00;58786
06.02.2022 10:15;59538
06.02.2022 10:30;60226
06.02.2022 10:45;60683
06.02.2022 11:00;61515
06.02.2022 11:15;62659
06.02.2022 11:30;63379
06.02.2022 11:45;63334
06.02.2022 12:00;63451
06.02.2022 12:15;62892
06.02.2022 12:30;62742
06.02.2022 12:45;62354
06.02.2022 13:00;61979
06.02.2022 13:15;61588
06.02.2022 13:30;61107
06.02.2022 13:45;60646
06.02.2022 14:00;60667
06.02.2022 14:15;60409
06.02.2022 14:30;60626
06.02.2022 14:45;60324
06.02.2022 15:00;60147
06.02.2022 15:15;60246
06.02.2022 15:30;60334
06.02.2022 15:45;60399
06.02.2022 16:00;60418
06.02.2022 16:15;60089
06.02.2022 16:30;60177
06.02.2022 16:45;60362
06.02.2022 17:00;61366
06.02.2022 17:15;62129
06.02.2022 17:30;63407
06.02.2022 17:45;64442
06.02.2022 18:00;64839
06.02.2022 18:15;64844
06.02.2022 18:30;64585
06.02.2022 18:45;64137
06.02.2022 19:00;63517
06.02.2022 19:15;62937
06.02.2022 19:30;62524
06.02.2022 19:45;61813
06.02.2022 20:00;61245
06.02.2022 20:15;60742
06.02.2022 20:30;59575
06.02.2022 20:45;58992
06.02.2022 21:00;58747
06.02.2022 21:15;58002
06.02.2022 21:30;57468
06.02.2022 21:45;57126
06.02.2022 22:00;57882
06.02.2022 22:15;58009
06.02.2022 22:30;56958
06.02.2022 22:45;56570
06.02.2022 23:00;55631
06.02.2022 23:15;55017
06.02.2022 23:30;54231
06.02.2022 23:45;53618
07.02.2022 00:00;53007
07.02.2022 00:15;52724
07.02.2022 00:30;52607
07.02.2022 00:45;52341
07.02.2022 01:00;51812
07.02.2022 01:15;52005
07.02.2022 01:30;51661
07.02.2022 01:45;51636
07.02.2022 02:00;51857
07.02.2022 02:15;51865
07.02.2022 02:30;51889
07.02.2022 02:45;51717
07.02.2022 03:00;51846
07.02.2022 03:15;52022
07.02.2022 03:30;52491
07.02.2022 03:45;52725
07.02.2022 04:00;53516
07.02.2022 04:15;54073
07.02.2022 04:30;54654
07.02.2022 04:45;55281
07.02.2022 05:00;56559
07.02.2022 05:15;57056
07.02.2022 05:30;58499
07.02.2022 05:45;59781
07.02.2022 06:00;62859
07.02.2022 06:15;64867
07.02.2022 06:30;66482
07.02.2022 06:45;68243
07.02.2022 07:00;70441
07.02.2022 07:15;71545
07.02.2022 07:30;72412
07.02.2022 07:45;72755
07.02.2022 08:00;74072
07.02.2022 08:15;74304
07.02.2022 08:30;74595
07.02.2022 08:45;74455
07.02.2022 09:00;74026
07.02.2022 09:15;74686
07.02.2022 09:30;75117
07.02.2022 09:45;75650
07.02.2022 10:00;75274
07.02.2022 10:15;75073
07.02.2022 10:30;75194
07.02.2022 10:45;75453
07.02.2022 11:00;74833
07.02.2022 11:15;75409
07.02.2022 11:30;75992
07.02.2022 11:45;76424
07.02.2022 12:00;75641
07.02.2022 12:15;75756
07.02.2022 12:30;75813
07.02.2022 12:45;75437
07.02.2022 13:00;74743
07.02.2022 13:15;74313
07.02.2022 13:30;74037
07.02.2022 13:45;73316
07.02.2022 14:00;72858
07.02.2022 14:15;72208
07.02.2022 14:30;71937
07.02.2022 14:45;71554
07.02.2022 15:00;70964
07.02.2022 15:15;70254
07.02.2022 15:30;69968
07.02.2022 15:45;69817
07.02.2022 16:00;70458
07.02.2022 16:15;69860
07.02.2022 16:30;69919
07.02.2022 16:45;70194
07.02.2022 17:00;71154
07.02.2022 17:15;72180
07.02.2022 17:30;73628
07.02.2022 17:45;74801
07.02.2022 18:00;75053
07.02.2022 18:15;74986
07.02.2022 18:30;74942
07.02.2022 18:45;74884
07.02.2022 19:00;74635
07.02.2022 19:15;73718
07.02.2022 19:30;73225
07.02.2022 19:45;72383
07.02.2022 20:00;71103
07.02.2022 20:15;69820
07.02.2022 20:30;68777
07.02.2022 20:45;67662
07.02.2022 21:00;67173
07.02.2022 21:15;66451
07.02.2022 21:30;65534
07.02.2022 21:45;64793
07.02.2022 22:00;64755
07.02.2022 22:15;64406
07.02.2022 22:30;63056
07.02.2022 22:45;62306
07.02.2022 23:00;60787
07.02.2022 23:15;60264
07.02.2022 23:30;59229
07.02.2022 23:45;58622
08.02.2022 00:00;58322
08.02.2022 00:15;57595
08.02.2022 00:30;57034
08.02.2022 00:45;56762
08.02.2022 01:00;56293
08.02.2022 01:15;56020
08.02.2022 01:30;55502
08.02.2022 01:45;55433
08.02.2022 02:00;54984
08.02.2022 02:15;54710
08.02.2022 02:30;54897
08.02.2022 02:45;55306
08.02.2022 03:00;55601
08.02.2022 03:15;55507
08.02.2022 03:30;55593
08.02.2022 03:45;55739
08.02.2022 04:00;56192
08.02.2022 04:15;56512
08.02.2022 04:30;57152
08.02.2022 04:45;57856
08.02.2022 05:00;58791
08.02.2022 05:15;59504
08.02.2022 05:30;60599
08.02.2022 05:45;61848
08.02.2022 06:00;63948
08.02.2022 06:15;66060
08.02.2022 06:30;67780
08.02.2022 06:45;69224
08.02.2022 07:00;70939
08.02.2022 07:15;71881
08.02.2022 07:30;72698
08.02.2022 07:45;73216
08.02.2022 08:00;74089
08.02.2022 08:15;74498
08.02.2022 08:30;74948
08.02.2022 08:45;75028
08.02.2022 09:00;75220
08.02.2022 09:15;75187
08.02.2022 09:30;75578
08.02.2022 09:45;75892
08.02.2022 10:00;75903
08.02.2022 10:15;76018
08.02.2022 10:30;76190
08.02.2022 10:45;76707
08.02.2022 11:00;77095
08.02.2022 11:15;77353
08.02.2022 11:30;77669
08.02.2022 11:45;77611
08.02.2022 12:00;77276
08.02.2022 12:15;77288
08.02.2022 12:30;76975
08.02.2022 12:45;77106
08.02.2022 13:00;76916
08.02.2022 13:15;75837
08.02.2022 13:30;75723
08.02.2022 13:45;75071
08.02.2022 14:00;74395
08.02.2022 14:15;74401
08.02.2022 14:30;74082
08.02.2022 14:45;73966
08.02.2022 15:00;73356
08.02.2022 15:15;73215
08.02.2022 15:30;73213
08.02.2022 15:45;72811
08.02.2022 16:00;72584
08.02.2022 16:15;72412
08.02.2022 16:30;72502
08.02.2022 16:45;73019
08.02.2022 17:00;73358
08.02.2022 17:15;73570
08.02.2022 17:30;74405
08.02.2022 17:45;75288
08.02.2022 18:00;75313
08.02.2022 18:15;75114
08.02.2022 18:30;74784
08.02.2022 18:45;74667
08.02.2022 19:00;74913
08.02.2022 19:15;74069
08.02.2022 19:30;73541
08.02.2022 19:45;72822
08.02.2022 20:00;71669
08.02.2022 20:15;70617
08.02.2022 20:30;69638
08.02.2022 20:45;68693
08.02.2022 21:00;67667
08.02.2022 21:15;66709
08.02.2022 21:30;65804
08.02.2022 21:45;64694
08.02.2022 22:00;64365
08.02.2022 22:15;63310
08.02.2022 22:30;62246
08.02.2022 22:45;61505
08.02.2022 23:00;60509
08.02.2022 23:15;59682
08.02.2022 23:30;58564
08.02.2022 23:45;57828
09.02.2022 00:00;57317
09.02.2022 00:15;57075
09.02.2022 00:30;56075
09.02.2022 00:45;55834
09.02.2022 01:00;55594
09.02.2022 01:15;54882
09.02.2022 01:30;54259
09.02.2022 01:45;53759
09.02.2022 02:00;53305
09.02.2022 02:15;53282
09.02.2022 02:30;53466
09.02.2022 02:45;53536
09.02.2022 03:00;53602
09.02.2022 03:15;53728
09.02.2022 03:30;54081
09.02.2022 03:45;54442
09.02.2022 04:00;54856
09.02.2022 04:15;55328
09.02.2022 04:30;55984
09.02.2022 04:45;56296
09.02.2022 05:00;56929
09.02.2022 05:15;57548
09.02.2022 05:30;58765
09.02.2022 05:45;60177
09.02.2022 06:00;63046
09.02.2022 06:15;64986
09.02.2022 06:30;66939
09.02.2022 06:45;69009
09.02.2022 07:00;70969
09.02.2022 07:15;72003
09.02.2022 07:30;72957
09.02.2022 07:45;73539
09.02.2022 08:00;74109
09.02.2022 08:15;74339
09.02.2022 08:30;74593
09.02.2022 08:45;74736
09.02.2022 09:00;74610
09.02.2022 09:15;74766
09.02.2022 09:30;75092
09.02.2022 09:45;75134
09.02.2022 10:00;74877
09.02.2022 10:15;75013
09.02.2022 10:30;75182
09.02.2022 10:45;75110
09.02.2022 11:00;75550
09.02.2022 11:15;75806
09.02.2022 11:30;75801
09.02.2022 11:45;75600
09.02.2022 12:00;75027
09.02.2022 12:15;74930
09.02.2022 12:30;74815
09.02.2022 12:45;74635
09.02.2022 13:00;74548
09.02.2022 13:15;74097
09.02.2022 13:30;73254
09.02.2022 13:45;72657
09.02.2022 14:00;72420
09.02.2022 14:15;72337
09.02.2022 14:30;71840
09.02.2022 14:45;71660
09.02.2022 15:00;71467
09.02.2022 15:15;71021
09.02.2022 15:30;70332
09.02.2022 15:45;70126
09.02.2022 16:00;69473
09.02.2022 16:15;69863
09.02.2022 16:30;69907
09.02.2022 16:45;69947
09.02.2022 17:00;70793
09.02.2022 17:15;71413
09.02.2022 17:30;72411
09.02.2022 17:45;73615
09.02.2022 18:00;73611
09.02.2022 18:15;74042
09.02.2022 18:30;74019
09.02.2022 18:45;73868
09.02.2022 19:00;73363
09.02.2022 19:15;72585
09.02.2022 19:30;71918
09.02.2022 19:45;71112
09.02.2022 20:00;69694
09.02.2022 20:15;68389
09.02.2022 20:30;67521
09.02.2022 20:45;66377
09.02.2022 21:00;65551
09.02.2022 21:15;64733
09.02.2022 21:30;63770
09.02.2022 21:45;62693
09.02.2022 22:00;62393
09.02.2022 22:15;61563
09.02.2022 22:30;60696
09.02.2022 22:45;59621
09.02.2022 23:00;59142
09.02.2022 23:15;57734
09.02.2022 23:30;56541
09.02.2022 23:45;55880
10.02.2022 00:00;55536
10.02.2022 00:15;54947
10.02.2022 00:30;54326
10.02.2022 00:45;53826
10.02.2022 01:00;53343
10.02.2022 01:15;52808
10.02.2022 01:30;52604
10.02.2022 01:45;52503
10.02.2022 02:00;52302
10.02.2022 02:15;51910
10.02.2022 02:30;51963
10.02.2022 02:45;52154
10.02.2022 03:00;52222
10.02.2022 03:15;52360
10.02.2022 03:30;52782
10.02.2022 03:45;52775
10.02.2022 04:00;53204
10.02.2022 04:15;53582
10.02.2022 04:30;54042
10.02.2022 04:45;54474
10.02.2022 05:00;55391
10.02.2022 05:15;56171
10.02.2022 05:30;57262
10.02.2022 05:45;58566
10.02.2022 06:00;61044
10.02.2022 06:15;63272
10.02.2022 06:30;65074
10.02.2022 06:45;66664
10.02.2022 07:00;68566
10.02.2022 07:15;69477
10.02.2022 07:30;70221
10.02.2022 07:45;70707
10.02.2022 08:00;71472
10.02.2022 08:15;72049
10.02.2022 08:30;72404
10.02.2022 08:45;72555
10.02.2022 09:00;72160
10.02.2022 09:15;71855
10.02.2022 09:30;72526
10.02.2022 09:45;72962
10.02.2022 10:00;73459
10.02.2022 10:15;73477
10.02.2022 10:30;73829
10.02.2022 10:45;73750
10.02.2022 11:00;73665
10.02.2022 11:15;74202
10.02.2022 11:30;74682
10.02.2022 11:45;74583
10.02.2022 12:00;74818
10.02.2022 12:15;74484
10.02.2022 12:30;74455
10.02.2022 12:45;74294
10.02.2022 13:00;74128
10.02.2022 13:15;73365
10.02.2022 13:30;73051
10.02.2022 13:45;72602
10.02.2022 14:00;72197
10.02.2022 14:15;71833
10.02.2022 14:30;71524
10.02.2022 14:45;71133
10.02.2022 15:00;71444
10.02.2022 15:15;71309
10.02.2022 15:30;71051
10.02.2022 15:45;70898
10.02.2022 16:00;70937
10.02.2022 16:15;70532
10.02.2022 16:30;70571
10.02.2022 16:45;70745
10.02.2022 17:00;71232
10.02.2022 17:15;71715
10.02.2022 17:30;72778
10.02.2022 17:45;73537
10.02.2022 18:00;73926
10.02.2022 18:15;74253
10.02.2022 18:30;74038
10.02.2022 18:45;74244
10.02.2022 19:00;73344
10.02.2022 19:15;72437
10.02.2022 19:30;72114
